ts,coin,pnl_theo,hours_in,allocation
2025-02-24 10:21:55.248530+00:00,BAT-USDT-SWAP,0.05240174672489084,12.202568547222223,12.0
2025-02-24 13:03:48.162243+00:00,IMX-USDT-SWAP,0.011038489469862078,15.063378400833333,12.0
2025-02-24 14:00:00+00:00,ZK-USDT-SWAP,-0.022792022792022748,15.635922375277778,12.0
2025-02-24 14:43:51.217927+00:00,OP-USDT-SWAP,0.08126333760136573,16.501507231666665,12.0
2025-02-24 14:57:50.561049+00:00,EOS-USDT-SWAP,0.05805538074260552,16.534091526666668,12.0
2025-02-24 23:00:00+00:00,LUNC-USDT-SWAP,-0.08000000000000007,24.736376428333337,16.0
2025-02-24 23:33:27.855358+00:00,ZETA-USDT-SWAP,0.14954407294832828,25.557737599444444,16.0
2025-02-25 00:01:30.947238+00:00,CFX-USDT-SWAP,0.07345575959933226,9.294369253055557,16.0
2025-02-25 00:47:32.624949+00:00,UMA-USDT-SWAP,0.10995723885155773,3.364220821388889,16.0
2025-02-25 01:29:31.603893+00:00,WOO-USDT-SWAP,0.1670588235294117,27.429565305,16.0
2025-02-25 01:47:29.453238+00:00,EGLD-USDT-SWAP,0.12586505190311414,27.593780397222222,16.0
2025-02-25 07:23:26.938960+00:00,ICP-USDT-SWAP,0.09184281036022623,9.89404472,16.0
2025-02-25 07:33:30.249568+00:00,SNX-USDT-SWAP,0.07024236983842014,5.766887869444445,16.0
2025-02-25 09:13:30.109753+00:00,OP-USDT-SWAP,0.053453866561855135,7.732918294444445,16.0
2025-02-25 10:01:32.186494+00:00,BCH-USDT-SWAP,0.1397353031702061,35.89430157388889,16.0
2025-02-25 10:07:34.330504+00:00,CELO-USDT-SWAP,-0.12544462888309227,35.79667500722222,16.0
2025-02-25 10:43:32.738191+00:00,ARB-USDT-SWAP,-0.14391221776746144,36.427869306944444,16.0
2025-02-25 12:07:33.221238+00:00,ETH-USDT-SWAP,0.12799140708915147,37.79636687777778,16.0
2025-02-25 13:19:36.140181+00:00,ATOM-USDT-SWAP,-0.02841319528052022,5.768302948055555,16.0
2025-02-25 14:33:33.256361+00:00,FLOW-USDT-SWAP,0.020904436860068154,13.766842058888889,16.0
2025-02-25 15:01:34.315764+00:00,BLUR-USDT-SWAP,0.09575233981281506,17.563753049722223,16.0
